ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,leads,actions,advertiser,platform,product,region,revenue,date,unit_price,spent
950068,936,123438,30-34,M,10,4012,1,1,0,Coca-Cola,Twitter,Coca-Cola Zero Sugar,Mississippi,0,2020-10-28,1.5,1.570000052
950078,936,123440,30-34,M,16,12396,2,2,1,Apple,Facebook,iPhone,Utah,999,2022-03-15,999,3.210000038
950079,936,123440,30-34,M,16,3142,0,2,2,Microsoft,Instagram,Microsoft Teams,Illinois,0,2023-08-23,0,0
950099,936,123443,30-34,M,18,1120,0,1,0,IBM,Google Ads,IBM Services,North Carolina,0,2023-12-19,500,0
950109,936,123445,30-34,M,20,343,0,1,1,Sony,LinkedIn,Bravia TV,Maine,499.99,2020-07-31,499.99,0
950170,936,123455,30-34,M,15,1720,0,1,1,Microsoft,Google Ads,Azure,Kansas,200,2023-01-15,200,0
950179,936,123457,30-34,M,16,3423,0,1,1,Intel,Google Ads,Intel Atom,Indiana,50,2021-03-15,50,0
950182,936,123457,30-34,M,16,3242,0,1,0,Nike,LinkedIn,Air Max,North Dakota,0,2020-05-12,160,0
950183,936,123457,30-34,M,16,15720,1,1,0,Samsung,Twitter,Galaxy Buds,Nevada,0,2021-12-30,129.99,1.379999995
950200,936,123460,30-34,M,10,1217,0,1,1,Tesla,LinkedIn,Model S,Maine,79990,2023-01-10,79990,0
950224,936,123464,40-44,M,20,2367,2,1,1,Samsung,LinkedIn,Samsung TV,Kentucky,499.99,2020-10-16,499.99,2.839999914
950326,936,123481,35-39,M,16,6607,1,2,0,Microsoft,Facebook,Surface Pro,Oregon,0,2022-11-23,799,1.320000052
950345,936,123484,30-34,M,64,616,0,1,0,Sony,LinkedIn,Sony Dash,Arkansas,0,2023-02-11,99.99,0
950452,936,123502,45-49,M,16,5537,1,1,0,Samsung,Google Ads,Samsung Pay,California,0,2022-01-21,0,1.519999981
950463,936,123504,45-49,M,15,818,0,1,0,Apple,Facebook,iPhone,North Carolina,0,2022-09-12,999,0
950495,936,123509,45-49,M,21,1909,1,1,0,Nike,Facebook,Nike Air Force,Rhode Island,0,2020-03-04,90,0.980000019
950521,936,123514,30-34,M,21,351,0,1,0,Microsoft,Google Ads,Surface Book,New Jersey,0,2023-11-08,1499,0
950531,936,123515,45-49,M,22,572,0,1,0,IBM,LinkedIn,IBM Quantum,Georgia,0,2023-08-18,1000,0
950537,936,123516,40-44,M,36,1884,1,1,0,General Electric (GE),Twitter,GE Appliances,West Virginia,0,2020-01-30,500,1.409999967
950550,936,123519,30-34,M,30,219,0,1,0,Amazon,Twitter,Fire TV Stick,Minnesota,0,2023-10-23,39,0
950577,936,123523,30-34,M,32,540,0,1,1,Sony,LinkedIn,Sony Home Audio,Louisiana,299.99,2023-08-26,299.99,0
950578,936,123523,30-34,M,32,550,0,1,0,Intel,Google Ads,Intel Evo,Montana,0,2020-09-21,200,0
950595,936,123526,30-34,M,26,465,0,1,0,Amazon,Google Ads,AmazonBasics,Virginia,0,2023-06-12,20,0
950609,936,123528,30-34,M,29,1761,0,1,1,Ford,Twitter,Ford Edge,Nevada,31400,2021-10-13,31400,0
950629,936,123532,30-34,M,65,152,0,1,1,Coca-Cola,Instagram,Minute Maid,New Mexico,2,2023-10-31,2,0
950631,936,123532,30-34,M,65,152,0,1,1,Toyota,Google Ads,Toyota Corolla,Kentucky,20550,2021-05-30,20550,0
950649,936,123535,30-34,M,64,429,0,1,0,Coca-Cola,Facebook,Coca-Cola Zero Sugar,West Virginia,0,2023-07-06,1.5,0
950745,936,123551,30-34,M,29,1514,0,2,2,Toyota,Facebook,Toyota RAV4,New Mexico,53700,2022-04-15,26850,0
950770,936,123555,30-34,M,28,7780,3,2,2,Samsung,Twitter,Galaxy Buds,Delaware,259.98,2023-06-19,129.99,4.329999924
950772,936,123556,35-39,M,28,460,0,1,0,Intel,Instagram,Intel Pentium,Arizona,0,2022-02-28,100,0
950773,936,123556,35-39,M,28,471,0,1,0,Ford,Instagram,Ford F-150,Michigan,0,2022-05-21,28435,0
950776,936,123556,35-39,M,28,2633,1,1,0,Toyota,Instagram,Toyota 4Runner,Illinois,0,2023-03-05,36410,1.070000052
950787,936,123558,30-34,M,27,199,0,1,0,Samsung,Instagram,Samsung Home,Colorado,0,2020-12-08,299.99,0
950808,936,123562,35-39,M,32,398,0,1,0,Toyota,LinkedIn,Toyota Prius,North Dakota,0,2020-06-14,24970,0
950839,936,123567,30-34,M,24,246,0,2,2,Sony,Instagram,Sony Music,Nevada,19.98,2022-05-03,9.99,0
950878,936,123573,40-44,M,10,2967,1,1,1,IBM,Google Ads,IBM Services,Utah,500,2022-01-22,500,1.5
950969,936,123588,45-49,M,36,255,0,1,0,Adidas,Instagram,Adidas EQT,Kentucky,0,2023-08-27,120,0
951021,936,123597,30-34,F,7,457,0,1,1,Intel,Instagram,Intel RealSense,South Dakota,100,2022-12-02,100,0
951033,936,123599,30-34,F,10,5517,1,1,0,Adidas,Facebook,Stan Smith,Indiana,0,2023-07-07,80,1.230000019
951035,936,123599,30-34,F,10,1539,0,1,1,Nike,Instagram,Nike Zoom,Indiana,150,2022-12-18,150,0
951043,936,123601,30-34,F,16,3189,0,1,0,Intel,Instagram,Intel Optane,Ohio,0,2023-10-03,150,0
951045,936,123601,30-34,F,16,3348,0,1,0,Toyota,Facebook,Toyota 4Runner,Hawaii,0,2022-04-20,36410,0
951046,936,123601,30-34,F,16,20050,4,4,1,General Electric (GE),Facebook,GE Lighting,Maine,10,2022-09-20,10,4.659999847
951102,936,123611,45-49,M,16,2254,0,1,0,Intel,Twitter,Intel Pentium,Alabama,0,2020-06-20,100,0
951105,936,123611,45-49,M,16,5894,1,1,1,Microsoft,Twitter,Surface Pro,West Virginia,799,2021-01-13,799,1.539999962
951133,936,123616,35-39,M,16,9948,2,2,0,Intel,Instagram,Intel Core,Colorado,0,2023-06-20,200,2.720000029
951202,936,123627,45-49,F,26,5307,3,2,1,Apple,Twitter,MacBook,Utah,1299,2020-09-23,1299,4.289999962
951225,936,123631,35-39,F,22,4621,2,1,1,Amazon,LinkedIn,Kindle,Iowa,89,2023-08-11,89,3.25
951270,936,123639,35-39,F,18,784,0,1,1,Sony,Twitter,Sony Dash,New Jersey,99.99,2022-06-10,99.99,0
951282,936,123641,35-39,F,16,5775,1,1,1,Apple,LinkedIn,AirPods,Washington,159,2022-12-02,159,1.580000043
951285,936,123641,35-39,F,16,9297,2,2,1,General Electric (GE),Facebook,GE Aviation,Alabama,10000,2024-02-11,10000,2.619999886
951294,936,123643,35-39,F,15,699,0,1,0,Nike,Facebook,Nike React,Oklahoma,0,2023-10-09,120,0
951305,936,123644,35-39,F,10,1104,0,1,0,Ford,LinkedIn,Ford Edge,New York,0,2020-12-24,31400,0
951334,936,123649,30-34,F,64,3717,1,1,0,Sony,Facebook,Sony Music,Wisconsin,0,2021-05-30,9.99,1.539999962
951391,936,123659,30-34,F,28,2879,1,2,2,Apple,Google Ads,MacBook,Vermont,2598,2023-01-14,1299,1.590000033
951392,936,123659,30-34,F,28,2749,1,1,0,Tesla,LinkedIn,Model X,Maine,0,2022-05-19,89990,1.389999986
951400,936,123660,45-49,F,10,24028,9,2,0,General Electric (GE),Instagram,GE Renewable Energy,Pennsylvania,0,2020-09-09,2000,12.39000034
951402,936,123661,30-34,F,29,1118,0,1,1,Toyota,Google Ads,Toyota Sienna,Arkansas,34560,2022-03-17,34560,0
951413,936,123662,30-34,F,26,1083,0,2,1,Tesla,Google Ads,Roadster,Idaho,200000,2022-12-18,200000,0
951420,936,123664,30-34,F,27,843,0,1,0,Adidas,Twitter,Yeezy,Nevada,0,2021-04-28,220,0
951444,936,123668,30-34,F,25,2983,1,1,0,Toyota,Google Ads,Toyota Tundra,Nebraska,0,2022-02-17,34425,0.970000029
951448,936,123668,30-34,F,25,696,0,1,0,Intel,Google Ads,Intel Evo,Hawaii,0,2022-03-16,200,0
951462,936,123671,45-49,F,16,7589,2,1,1,Toyota,Twitter,Toyota Tundra,Maryland,34425,2022-02-15,34425,3.150000095
951464,936,123671,45-49,F,16,20997,10,1,0,General Electric (GE),Google Ads,GE Power,Oregon,0,2020-04-09,1000,11.94999981
951465,936,123671,45-49,F,16,4617,1,1,0,Google,Google Ads,Chromebook,Wyoming,0,2023-06-16,199,1.360000014
951498,936,123677,45-49,F,20,259,0,1,0,Sony,Instagram,PlayStation,Louisiana,0,2021-02-08,299.99,0
951508,936,123678,30-34,F,18,1134,0,1,0,Google,Google Ads,Nest Thermostat,Ohio,0,2021-11-13,249,0
951542,936,123684,40-44,F,27,357,0,1,0,Adidas,LinkedIn,Stan Smith,Arizona,0,2023-05-29,80,0
951607,936,123695,40-44,F,10,848,0,1,1,Samsung,Instagram,Samsung Home,Arizona,299.99,2020-09-05,299.99,0
951608,936,123695,40-44,F,10,3149,1,1,0,Nike,Google Ads,Nike React,Kentucky,0,2020-08-15,120,1.480000019
951641,936,123700,40-44,F,2,87,0,1,1,IBM,Google Ads,IBM Z,Arkansas,1000,2020-12-24,1000,0
951677,936,123706,35-39,F,27,2563,1,1,0,Microsoft,Instagram,Surface Book,Oregon,0,2020-10-06,1499,1.480000019
951692,936,123709,35-39,F,10,1107,0,1,0,Adidas,Instagram,Stan Smith,Minnesota,0,2020-08-19,80,0
951715,936,123713,45-49,F,64,10677,5,1,0,Microsoft,Facebook,Azure,Colorado,0,2022-02-10,200,7.269999981
951756,936,123720,35-39,F,22,2189,1,1,0,Sony,Twitter,Sony Headphones,Alaska,0,2022-07-08,199.99,0.409999996
951779,936,123723,45-49,F,27,3277,2,1,0,Microsoft,LinkedIn,Azure,Kansas,0,2020-07-02,200,2.680000067
951782,936,123724,45-49,F,26,781,0,1,0,Microsoft,Facebook,Microsoft Teams,Alabama,0,2020-12-24,0,0
951810,936,123729,35-39,F,16,2226,0,1,0,Intel,Facebook,Intel RealSense,Pennsylvania,0,2023-04-07,100,0
951812,936,123729,35-39,F,16,16274,4,2,0,Nike,Google Ads,Nike Flyknit,New Mexico,0,2023-09-23,160,6.079999924
951837,936,123733,45-49,F,20,2077,1,1,1,Coca-Cola,Google Ads,Sprite,Florida,1.5,2023-08-06,1.5,1.50999999
951853,936,123736,30-34,F,20,529,0,0,0,Apple,Google Ads,iPod,Kansas,0,2021-04-26,199,0
951854,936,123736,30-34,F,20,487,0,1,0,Adidas,LinkedIn,Adidas Gazelle,Michigan,0,2023-03-25,80,0
951856,936,123736,30-34,F,20,4626,2,2,0,Coca-Cola,Twitter,Coca-Cola Zero Sugar,Rhode Island,0,2023-06-27,1.5,2.099999905
951941,936,123750,30-34,F,28,2764,1,1,1,Apple,Twitter,Mac Pro,Connecticut,5999,2022-01-24,5999,1.559999943
952001,936,123760,45-49,F,10,5447,2,1,0,Amazon,Facebook,AmazonFresh,Arizona,0,2021-12-01,14,2.960000038
952031,936,123765,40-44,F,16,28169,8,1,1,Ford,LinkedIn,Ford F-150,Pennsylvania,28435,2023-06-14,28435,12.36999989
952080,936,123774,40-44,F,27,415,0,1,0,Nike,LinkedIn,Nike Lunar,Maryland,0,2022-01-11,140,0
952100,936,123777,35-39,F,29,810,0,1,1,Sony,Facebook,Xperia,Oklahoma,699.99,2020-07-13,699.99,0
1121091,1178,144531,30-34,M,10,1194718,141,28,14,Samsung,Twitter,Samsung Pay,Texas,0,2022-10-11,0,254.049996
1121092,1178,144531,30-34,M,10,637648,67,13,5,General Electric (GE),LinkedIn,GE Aviation,Louisiana,50000,2022-01-01,10000,122.4
1121094,1178,144531,30-34,M,10,24362,0,1,1,Google,Google Ads,Nest Thermostat,Hawaii,249,2020-12-04,249,0
1121095,1178,144531,30-34,M,10,459690,50,5,2,Adidas,LinkedIn,Adidas Samba,Washington,140,2023-05-12,70,86.33000112
1121096,1178,144531,30-34,M,10,750060,86,11,2,Tesla,Twitter,Powerwall,Florida,13000,2023-06-18,6500,161.9099991
1121097,1178,144532,30-34,M,15,30068,1,1,0,Intel,Twitter,Intel Celeron,North Dakota,0,2022-06-24,50,1.820000052
1121098,1178,144532,30-34,M,15,1267550,123,24,10,General Electric (GE),Facebook,GE Appliances,Hawaii,5000,2020-03-08,500,236.7699986
1121100,1178,144532,30-34,M,15,3052003,340,60,17,Samsung,LinkedIn,Galaxy S,Illinois,13599.83,2023-06-11,799.99,639.9499981
1121101,1178,144532,30-34,M,15,29945,1,2,1,General Electric (GE),Instagram,GE Renewable Energy,New York,2000,2023-10-20,2000,1.590000033
1121102,1178,144532,30-34,M,15,357856,30,7,3,Nike,LinkedIn,Nike Zoom,South Dakota,450,2021-04-30,150,52.97000015
1121104,1178,144533,30-34,M,16,2080666,202,40,21,Nike,Google Ads,Nike Free,South Dakota,2100,2024-01-15,100,360.1500015
1121105,1178,144533,30-34,M,16,145999,9,5,2,Apple,Instagram,HomePod,Georgia,598,2023-05-11,299,16.5200001
1121107,1178,144533,30-34,M,16,32616,1,2,0,Apple,Instagram,Apple Watch,Michigan,0,2021-02-07,399,1.539999962
1121108,1178,144533,30-34,M,16,984521,95,26,14,General Electric (GE),LinkedIn,GE Appliances,Virginia,7000,2021-11-13,500,163.8999972
1121110,1178,144534,30-34,M,18,880814,123,6,2,Adidas,Twitter,Adidas Gazelle,Mississippi,160,2023-05-24,80,210.3600006
1121111,1178,144534,30-34,M,18,182452,20,4,1,Google,Facebook,Nest Hub,North Carolina,89,2021-07-04,89,35.73000026
1121113,1178,144534,30-34,M,18,894911,120,7,4,Apple,Facebook,Mac Pro,California,23996,2022-06-18,5999,215.8399994
1121114,1178,144534,30-34,M,18,31349,2,1,0,Sony,LinkedIn,Sony Home Audio,West Virginia,0,2021-12-30,299.99,3.800000072
1121115,1178,144535,30-34,M,19,410310,55,3,0,Google,Twitter,Nest Cam,Arkansas,0,2020-02-11,199,96.80000055
1121116,1178,144535,30-34,M,19,572450,89,7,4,Tesla,LinkedIn,Tesla Energy,Kansas,20000,2023-03-29,5000,157.329998
1121117,1178,144535,30-34,M,19,98759,15,1,1,Coca-Cola,Instagram,Fanta,Iowa,1.5,2023-07-13,1.5,26.56999946
1121119,1178,144535,30-34,M,19,345371,54,7,3,Intel,Facebook,Intel Optane,North Carolina,450,2022-06-25,150,93.08999991
1121121,1178,144536,30-34,M,20,323899,46,5,1,General Electric (GE),Twitter,GE Healthcare,Florida,5000,2022-04-17,5000,78.9200002
1121122,1178,144536,30-34,M,20,399199,58,3,0,General Electric (GE),Facebook,GE Renewable Energy,Missouri,0,2023-04-11,2000,103.1500002
1121123,1178,144536,30-34,M,20,171202,22,3,1,General Electric (GE),Google Ads,GE Additive,Washington,1000,2022-04-11,1000,36.53000021
1121124,1178,144536,30-34,M,20,128386,15,2,1,Samsung,Instagram,Samsung Home,Nebraska,299.99,2023-07-10,299.99,28.85000002
1121125,1178,144536,30-34,M,20,1034284,152,20,9,Coca-Cola,LinkedIn,Coca-Cola Classic,Tennessee,13.5,2023-02-10,1.5,257.7099986
1121126,1178,144536,30-34,M,20,45923,5,2,0,Nike,Facebook,Nike Air Force,Ohio,0,2021-02-16,90,7.220000148
1121127,1178,144537,30-34,M,21,40873,4,2,1,Amazon,LinkedIn,Ring Doorbell,South Dakota,99,2022-01-03,99,7.899999976
1121128,1178,144537,30-34,M,21,286553,34,2,1,Sony,Facebook,Sony Pictures,California,0,2023-03-25,0,62.06000042
1121129,1178,144537,30-34,M,21,20618,1,2,1,Nike,Google Ads,Nike Lunar,Wyoming,140,2023-10-04,140,2.099999905
1121131,1178,144537,30-34,M,21,83591,7,2,2,Ford,LinkedIn,Ford Mustang,Delaware,55990,2021-07-10,27995,14.14000046
1121132,1178,144537,30-34,M,21,114923,12,4,2,Nike,Twitter,Nike React,Hawaii,240,2020-08-22,120,23.73000026
1121133,1178,144538,30-34,M,22,25002,1,1,0,Google,Google Ads,Chromebook,Delaware,0,2020-11-06,199,1.710000038
1121134,1178,144538,30-34,M,22,68905,5,1,0,Coca-Cola,LinkedIn,Minute Maid,Ohio,0,2020-05-15,2,9.440000057
1121136,1178,144538,30-34,M,22,169588,16,1,0,Sony,Facebook,Sony Home Audio,Alaska,0,2020-10-14,299.99,27.79999924
1121138,1178,144538,30-34,M,22,328991,35,5,2,General Electric (GE),Instagram,GE Healthcare,Arizona,10000,2021-09-13,5000,67.65000057
1121141,1178,144539,30-34,M,23,23198,2,1,0,Microsoft,Google Ads,Surface Laptop,Washington,0,2024-01-28,999,2.980000019
1121142,1178,144539,30-34,M,23,26890,2,1,0,General Electric (GE),Facebook,GE Healthcare,Iowa,0,2020-01-02,5000,3.24000001
1121143,1178,144539,30-34,M,23,221695,31,5,2,IBM,Twitter,IBM Watson Health,Mississippi,1000,2023-02-21,500,52.26000011
1121152,1178,144541,30-34,M,24,88443,7,1,1,Google,Twitter,Pixel Buds,Michigan,179,2021-12-25,179,13.0400002
1121153,1178,144541,30-34,M,24,187856,23,5,1,Intel,Google Ads,Intel Atom,Arizona,50,2023-02-18,50,38.38999975
1121164,1178,144545,30-34,M,25,570699,80,9,2,Google,Twitter,Google Home,Nevada,198,2020-04-08,99,138.7699997
1121167,1178,144545,30-34,M,25,1063508,145,23,7,Adidas,LinkedIn,Adidas Samba,Pennsylvania,490,2023-10-20,70,260.3800013
1121168,1178,144545,30-34,M,25,50523,6,1,0,Ford,Google Ads,Ford Mustang,New York,0,2022-08-05,27995,8.549999952
1121172,1178,144547,30-34,M,26,87935,9,1,0,Sony,LinkedIn,Sony Music,Oklahoma,0,2020-01-10,9.99,15.63000023
1121173,1178,144547,30-34,M,26,278225,33,3,0,Nike,Facebook,Nike Cortez,Arizona,0,2020-12-11,75,60.19999957
1121175,1178,144547,30-34,M,26,209461,20,1,0,Toyota,Instagram,Toyota RAV4,Illinois,0,2020-09-09,26850,34.19000006
1121177,1178,144547,30-34,M,26,26316,2,3,0,Toyota,Facebook,Toyota Avalon,California,0,2022-12-14,35825,3.24000001
1121181,1178,144549,30-34,M,27,41030,3,2,1,Adidas,LinkedIn,Superstar,Kansas,90,2021-11-09,90,5.140000105
1121182,1178,144549,30-34,M,27,876671,120,22,4,Nike,Facebook,Nike Air Force,New Hampshire,360,2023-12-28,90,216.5599982
1121183,1178,144549,30-34,M,27,399392,53,5,0,Sony,Facebook,Sony Camera,Nebraska,0,2022-05-28,499.99,93.07000041
1121184,1178,144549,30-34,M,27,283858,30,1,0,Sony,Twitter,Sony Home Audio,California,0,2022-09-21,299.99,56.05999923
1121185,1178,144549,30-34,M,27,260699,31,5,2,Ford,Twitter,Ford Focus,North Carolina,35780,2020-08-02,17890,54.09999871
1121193,1178,144552,30-34,M,28,57781,5,2,1,Adidas,LinkedIn,Adidas EQT,New Jersey,120,2022-09-06,120,7.800000072
1121195,1178,144552,30-34,M,28,38757,3,1,0,Amazon,Google Ads,Amazon Fire TV,Tennessee,0,2021-04-23,119,5.220000029
1121196,1178,144552,30-34,M,28,1392288,206,31,7,Sony,LinkedIn,Sony Home Audio,Florida,2099.93,2022-05-04,299.99,358.5500029
1121197,1178,144552,30-34,M,28,1109387,159,13,2,Samsung,Facebook,Samsung Health,Illinois,0,2022-03-01,0,280.9899995
1121202,1178,144554,30-34,M,29,581281,65,10,5,Nike,Twitter,Nike SB,Iowa,425,2020-04-13,85,115.1200008
1121203,1178,144554,30-34,M,29,1048861,128,22,8,Tesla,Instagram,Powerwall,Nevada,52000,2023-06-03,6500,219.770002
1121205,1178,144554,30-34,M,29,297452,30,4,1,Apple,LinkedIn,Mac Pro,Alabama,5999,2021-08-17,5999,52.01999986
1121206,1178,144554,30-34,M,29,227925,22,22,12,Amazon,Facebook,Fire TV Stick,Indiana,468,2021-07-16,39,35.30999994
1121207,1178,144554,30-34,M,29,374175,38,8,3,Adidas,Google Ads,NMD,New Mexico,390,2021-08-30,130,63.32000101
1121211,1178,144556,30-34,M,30,223586,32,1,0,Toyota,Facebook,Toyota Highlander,Arkansas,0,2021-04-09,34455,54.24000037
1121213,1178,144556,30-34,M,30,283170,39,2,1,Microsoft,LinkedIn,Office 365,North Dakota,69.99,2022-05-16,69.99,65.22999996
1121215,1178,144556,30-34,M,30,41636,3,1,0,Coca-Cola,Facebook,Coca-Cola Classic,South Carolina,0,2020-07-16,1.5,4.210000038
1121216,1178,144556,30-34,M,30,198658,30,8,1,Sony,Facebook,Sony Blu-ray,Idaho,149.99,2023-08-21,149.99,48.60999978
1121220,1178,144558,30-34,M,31,100596,10,4,2,Amazon,LinkedIn,Echo,Virginia,198,2023-02-07,99,13.91999972
1121223,1178,144558,30-34,M,31,64020,5,1,0,Samsung,Twitter,Samsung Home,Kentucky,0,2021-09-11,299.99,11.0599997
1121224,1178,144558,30-34,M,31,14289,0,1,0,Samsung,Instagram,Samsung TV,Indiana,0,2020-06-13,499.99,0
1121229,1178,144561,30-34,M,32,404866,43,4,0,Ford,Twitter,Ford Escape,North Dakota,0,2021-11-12,24900,87.42000079
1121231,1178,144561,30-34,M,32,22256,1,1,1,Nike,Facebook,Air Max,Kansas,160,2021-10-01,160,1.659999967
1121233,1178,144561,30-34,M,32,57690,4,1,0,Toyota,Instagram,Toyota Tacoma,Delaware,0,2021-05-25,26840,6.74000001
1121241,1178,144562,30-34,M,36,24952,5,3,2,Toyota,Instagram,Toyota Corolla,Illinois,41100,2020-11-22,20550,8.220000267
1121242,1178,144562,30-34,M,36,38900,3,1,0,Intel,LinkedIn,Intel Core,Utah,0,2023-11-05,200,5.580000043
1121243,1178,144562,30-34,M,36,53520,6,1,1,Google,Instagram,Pixel,Arkansas,799,2022-10-03,799,9.2299999
1121244,1178,144562,30-34,M,36,181683,20,2,1,Google,Facebook,Chromebook,Alabama,199,2020-03-25,199,34.22999972
1121245,1178,144562,30-34,M,36,29185,2,1,0,Ford,Facebook,Ford Mustang,Ohio,0,2020-08-11,27995,3.149999976
1121246,1178,144562,30-34,M,36,105047,13,3,1,General Electric (GE),Facebook,GE Digital,Tennessee,500,2020-11-15,500,20.2099994
1121250,1178,144565,30-34,M,63,287976,31,3,2,Intel,Twitter,Intel RealSense,Tennessee,200,2023-03-05,100,59.43999982
1121251,1178,144565,30-34,M,63,212175,22,2,1,Samsung,Facebook,Galaxy S,Colorado,799.99,2023-02-23,799.99,38.58999968
1121252,1178,144565,30-34,M,63,11139,0,1,1,Microsoft,Twitter,OneDrive,Kansas,1.99,2020-08-01,1.99,0
1121254,1178,144565,30-34,M,63,124005,11,4,1,Amazon,Facebook,Ring Doorbell,Arkansas,99,2023-06-24,99,21.84999979
1121255,1178,144565,30-34,M,63,20423,1,1,0,Intel,Google Ads,Intel Iris,Indiana,0,2021-07-20,150,1.960000038
1121261,1178,144567,30-34,M,64,103001,14,1,0,Google,LinkedIn,Nest Cam,Vermont,0,2021-06-21,199,22.32000005
1121262,1178,144567,30-34,M,64,447420,66,7,2,Sony,Google Ads,PlayStation,Rhode Island,599.98,2021-11-16,299.99,110.2399991
1121263,1178,144567,30-34,M,64,156101,19,2,2,Samsung,Google Ads,Samsung Health,Vermont,0,2022-08-07,0,29.75000048
1121264,1178,144567,30-34,M,64,93015,12,1,0,Tesla,Facebook,Model S,Indiana,0,2020-06-15,79990,18.47000015
1121265,1178,144568,30-34,M,65,145398,23,1,0,Samsung,Instagram,SmartThings,Wisconsin,0,2024-01-28,69.99,36.24000025
1121269,1178,144568,30-34,M,65,296413,50,3,1,Samsung,Google Ads,Galaxy Watch,Maine,249.99,2023-06-06,249.99,76.43999958
1121273,1178,144569,30-34,M,2,9370,0,1,1,Coca-Cola,Google Ads,Dasani,Maine,1,2020-04-22,1,0
1121274,1178,144569,30-34,M,2,63785,7,6,2,Microsoft,Twitter,Surface Book,Wyoming,2998,2021-09-05,1499,11.80000019
1121275,1178,144569,30-34,M,2,118522,14,2,1,Toyota,Instagram,Toyota Highlander,New Mexico,34455,2021-02-18,34455,26.81999981
1121276,1178,144569,30-34,M,2,240123,38,5,4,General Electric (GE),LinkedIn,GE Capital,South Carolina,2000,2023-07-07,500,65.67000115
1121277,1178,144570,30-34,M,7,169108,20,2,1,Google,Facebook,Google Home,New Mexico,99,2022-06-11,99,32.24000025
1121278,1178,144570,30-34,M,7,1044442,142,22,8,Tesla,Google Ads,Roadster,Utah,1600000,2022-03-14,200000,245.5999999
1121279,1178,144570,30-34,M,7,93891,11,5,3,Apple,Facebook,iPad,South Carolina,987,2020-07-08,329,17.6400001
1121282,1178,144570,30-34,M,7,185823,25,4,1,Sony,Facebook,Sony Blu-ray,Wisconsin,149.99,2020-06-06,149.99,38.54999936
1121284,1178,144571,30-34,M,66,175631,23,1,0,Amazon,Facebook,AmazonFresh,Virginia,0,2021-06-14,14,40.75999951
1121285,1178,144571,30-34,M,66,37187,4,1,0,Sony,LinkedIn,Sony Pictures,Idaho,0,2021-01-16,0,6.370000005
1121286,1178,144571,30-34,M,66,10991,0,1,0,Toyota,Facebook,Toyota Corolla,Utah,0,2020-04-06,20550,0
1121287,1178,144571,30-34,M,66,344618,51,3,1,Amazon,Twitter,AmazonFresh,Utah,14,2020-07-23,14,89.76000047
1121289,1178,144572,35-39,M,10,98066,9,1,0,Nike,Facebook,Nike Flyknit,West Virginia,0,2023-11-14,160,16.1500001
1121290,1178,144572,35-39,M,10,770749,100,13,3,Sony,LinkedIn,Sony Home Audio,Tennessee,899.97,2022-08-28,299.99,189.1299984
1121291,1178,144572,35-39,M,10,52553,5,1,0,Adidas,LinkedIn,NMD,Georgia,0,2022-03-02,130,8.529999852
1121292,1178,144572,35-39,M,10,362296,39,7,3,Coca-Cola,Google Ads,Minute Maid,Florida,6,2023-05-22,2,67.77000129
1121293,1178,144572,35-39,M,10,427729,50,4,1,Adidas,LinkedIn,Adidas EQT,Utah,120,2021-10-23,120,96.8999989
1121296,1178,144573,35-39,M,15,180351,21,1,1,Amazon,Facebook,AmazonFresh,Hawaii,14,2020-05-07,14,37.13000011
1121297,1178,144573,35-39,M,15,187329,29,2,1,Ford,Google Ads,Ford Edge,Washington,31400,2023-10-31,31400,53.15999961
1121300,1178,144573,35-39,M,15,782894,118,5,2,Toyota,LinkedIn,Toyota Camry,Wisconsin,49340,2022-04-14,24670,192.9299995
1121302,1178,144574,35-39,M,16,1206533,128,17,6,Tesla,LinkedIn,Powerwall,Virginia,39000,2020-02-26,6500,236.1199988
1121303,1178,144574,35-39,M,16,84494,7,2,0,Apple,Google Ads,HomePod,Kentucky,0,2022-06-06,299,12.57000017
1121304,1178,144574,35-39,M,16,94257,7,1,1,Samsung,Facebook,Galaxy Tab,South Dakota,229.99,2022-03-25,229.99,12.5800004
1121309,1178,144575,35-39,M,18,131060,16,2,1,IBM,Twitter,IBM Quantum,Kansas,1000,2021-01-25,1000,28.04999959
1121310,1178,144575,35-39,M,18,341603,50,4,2,Samsung,Google Ads,SmartThings,Wisconsin,139.98,2023-09-11,69.99,83.48000121
1121311,1178,144575,35-39,M,18,140749,19,1,1,Intel,Twitter,Intel Core,North Dakota,200,2023-07-15,200,30.4799999
1121312,1178,144575,35-39,M,18,102525,13,2,1,Ford,Instagram,Ford Bronco,Arizona,28995,2020-01-29,28995,20.29999983
1121316,1178,144576,35-39,M,19,447952,68,8,1,Nike,Google Ads,Nike Zoom,Virginia,150,2020-11-09,150,131.5799983
1121317,1178,144576,35-39,M,19,76355,9,2,0,Ford,Facebook,Ford Focus,Rhode Island,0,2020-03-02,17890,14.62999988
1121319,1178,144577,35-39,M,20,256598,38,6,1,Adidas,LinkedIn,Adidas EQT,Rhode Island,120,2023-07-31,120,64.46999931
1121321,1178,144577,35-39,M,20,127476,21,3,2,Coca-Cola,Google Ads,Diet Coke,Idaho,3,2023-07-30,1.5,30.15000057
1121322,1178,144577,35-39,M,20,237603,37,5,2,Amazon,Google Ads,Kindle,Missouri,178,2020-03-23,89,62.25000024
